what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1258729955338
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258729960057
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1258729967088
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729969026
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729971088
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730026899
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730050243
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730050805
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258730055555
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258730058399
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258730167412
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258730188115
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258730200724
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258730222661
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730228802
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258730237067
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730238724
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730251536
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258730254411
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258730256223
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258730260145
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730264723
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730266098
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730273363
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730275457
