what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258725766153
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258726367220
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258726407656
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258726646808
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258726742181
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258726779056
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258726786290
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258726807993
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1258726809586
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258726814883
started,bundle,org.eclipse.jst.server.core,1.1.3.v20090115,org.eclipse.jst.server.core,1258726815867
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258726815883
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258726817211
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1258726822477
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1258726823086
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258726831398
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258726834648
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1258726836898
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258726839789
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258726846289
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258726849179
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258726851085
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258726859663
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258726877710
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258726889288
