what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258731889114
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258731903551
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258731906004
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258731907801
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258731910332
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258731981393
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258731983815
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258731997034
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258732016486
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258732017908
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258732019580
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258732027189
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258732029236
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258732037501
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258732055501
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258732056689
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258732057735
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258732076563
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258732087735
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258732106688
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258732116875
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258732144437
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1258732147421
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258732149140
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1258732151374
