what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258729043528
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258729046200
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258729047871
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729050715
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729051965
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258729064996
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258729070355
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258729073918
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729075949
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729142651
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258729158557
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258729163291
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729164854
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729342131
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729343772
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729348084
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.saveAs,1258729348084
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729354694
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729357006
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.saveAs,1258729357006
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729369053
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729900339
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729902355
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258729917511
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258729945682
