what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730276676
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730281379
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730286644
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730291629
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730298863
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730303519
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730305160
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730314785
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.navigate.previous,1258730335097
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258730335097
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258730337956
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730347378
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730348346
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730350018
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730361659
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258730365768
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1258730373830
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1258730375143
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730375533
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1258730379627
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258730393299
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730397611
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1258730401892
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730402424
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730404252
