what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730407517
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730409892
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730447251
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1258730449829
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730452548
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730455032
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730461282
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258730465297
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730466469
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730473953
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730475750
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730496828
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730501359
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258730534405
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730537515
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730539062
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730548436
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730552046
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730561280
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730563155
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730567202
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1258730570248
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1258730572030
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730572358
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730573764
