what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui,1258724923841
started,bundle,org.eclipse.cdt.ui.tests,5.0.2.200902130801,org.eclipse.cdt.ui.tests,1258724923841
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1258724926372
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1258724926388
closed,view,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.internal.introview,1258724926388
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258724930607
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258724939919
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258724939982
stopped,bundle,org.eclipse.datatools.sqltools.sql,1.0.0.v200805152355,org.eclipse.datatools.sqltools.sql,1258724940200
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,org.eclipse.jst.server.generic.jonas,1258724940200
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.205.v200805140145,org.eclipse.jst.server.generic.oc4j,1258724940200
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.5.206.v20090115,org.eclipse.jst.server.generic.jboss,1258724940216
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.101.v20080620,org.eclipse.jst.server.tomcat.ui,1258724940216
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,org.eclipse.jst.server.websphere.core,1258724940216
stopped,bundle,org.eclipse.jst.server.ui,1.0.303.v200805140145,org.eclipse.jst.server.ui,1258724940216
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.java.tasks,1258724940216
stopped,bundle,org.eclipse.mylyn.pde.ui,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.pde.ui,1258724940216
stopped,bundle,org.eclipse.mylyn.java.ui,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.java.ui,1258724940216
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.0.6.v200805152355,org.eclipse.datatools.connectivity.oda.template.ui,1258724940216
stopped,bundle,org.eclipse.pde.ui.templates,3.4.0.v20080514-1500,org.eclipse.pde.ui.templates,1258724940232
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080730_r341,org.eclipse.pde.api.tools.ui,1258724940232
stopped,bundle,org.eclipse.pde.runtime,3.4.0.v20080723-1000,org.eclipse.pde.runtime,1258724940232
stopped,bundle,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui,1258724940232
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1258724940232
stopped,bundle,org.eclipse.jem.ui,2.0.100.v200806051600,org.eclipse.jem.ui,1258724940232
