what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258728015110
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258728017376
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258728018266
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258728019407
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258728023157
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258728024954
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258728026250
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258728031938
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258728050391
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258728055453
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258728056890
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258728063125
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258728065390
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1258728068828
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258728073796
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258728075421
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258728078499
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258728087484
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258728087546
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258728087609
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258728089280
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1258728092187
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258728093030
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1258728096265
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258728097124
