what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730624919
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730640606
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730642122
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730657528
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730662512
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730664043
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730668481
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258730673903
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258730679246
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730682981
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730684231
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730686996
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1258730689449
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1258730690168
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730690621
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730692762
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730702840
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730729933
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258730736120
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258730738308
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258730740073
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258731539277
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258731576260
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258731578479
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258731628634
