what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.ide,1258725143165
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.workbench.texteditor,1258725143165
stopped,bundle,org.eclipse.emf.ant,2.4.0.v200902171115,org.eclipse.emf.ant,1258725143165
stopped,bundle,org.eclipse.uml2.codegen.ecore,1.4.0.v200805201126,org.eclipse.uml2.codegen.ecore,1258725143165
stopped,bundle,org.eclipse.emf.codegen.ecore,2.4.2.v200902171115,org.eclipse.emf.codegen.ecore,1258725143165
stopped,bundle,org.eclipse.emf.codegen,2.4.0.v200902171115,org.eclipse.emf.codegen,1258725143165
stopped,bundle,com.omondo.uml.model,3.4.0.v20080704,com.omondo.uml.model,1258725143165
stopped,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.101.R34x_v20081108-1950,org.eclipse.jdt.apt.pluggable.core,1258725143165
stopped,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20090114-1205,org.eclipse.jdt.apt.core,1258725143165
stopped,bundle,org.eclipse.jst.server.tomcat.core,1.1.104.v20081006,org.eclipse.jst.server.tomcat.core,1258725143165
stopped,bundle,org.eclipse.jst.server.core,1.1.3.v20090115,org.eclipse.jst.server.core,1258725143165
stopped,bundle,org.eclipse.jst.common.project.facet.core,1.3.1.v200807031821,org.eclipse.jst.common.project.facet.core,1258725143165
stopped,bundle,org.eclipse.jdt.launching,3.4.1.v20080729_r341,org.eclipse.jdt.launching,1258725143165
stopped,bundle,org.eclipse.jdt.debug,3.4.1.v20081216_r342,org.eclipse.jdt.debug,1258725143165
stopped,bundle,org.eclipse.jdt.core,3.4.4.v_894_R34x,org.eclipse.jdt.core,1258725143587
stopped,bundle,org.eclipse.wst.jsdt.core,1.0.104.v200901281939,org.eclipse.wst.jsdt.core,1258725144087
stopped,bundle,org.eclipse.ui.presentations.r21,3.2.100.I20080512-2000,org.eclipse.ui.presentations.r21,1258725144087
stopped,bundle,org.eclipse.draw2d,3.4.0.v20080529,org.eclipse.draw2d,1258725144087
stopped,bundle,org.eclipse.wst.web,1.1.206.v200812100430,org.eclipse.wst.web,1258725144087
stopped,bundle,org.eclipse.wst.common.modulecore,1.1.205.v200901292145,org.eclipse.wst.common.modulecore,1258725144087
stopped,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.202.v200811131900,org.eclipse.wst.common.emfworkbench.integration,1258725144087
stopped,bundle,org.eclipse.wst.common.emf,1.1.203.v200811022047,org.eclipse.wst.common.emf,1258725144087
stopped,bundle,org.eclipse.wst.ws,1.1.3.v200902042200,org.eclipse.wst.ws,1258725144087
