what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258727713788
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258727736365
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258727765787
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258727789739
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258727798692
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258727798708
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258727798770
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258727820192
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1258727826223
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1258727841160
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258727845332
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258727884097
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258727884097
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258727884144
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258727890269
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1258727892456
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258727902300
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258727929252
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258727930080
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258727946424
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1258727950252
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1258727968736
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258727970455
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1258727972580
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1258728013016
